DX_CLASS,ICD9_CD_NODOT,ICD9_CD,ICD10_CD_NODOT,ICD10_CD,ICD9_LDESC,ICD10_LDESC,LIST,sort
Substance Abuse Disorder,29289,292.89,F18159,F18.159,Other specified drug-induced mental disorders,"Inhalant abuse with inhalant-induced psychotic disorder, unspecified",9,0
Substance Abuse Disorder,29289,292.89,F18180,F18.180,Other specified drug-induced mental disorders,Inhalant abuse with inhalant-induced anxiety disorder,9,0
Substance Abuse Disorder,29289,292.89,F18188,F18.188,Other specified drug-induced mental disorders,Inhalant abuse with other inhalant-induced disorder,9,0
Substance Abuse Disorder,29289,292.89,F18259,F18.259,Other specified drug-induced mental disorders,"Inhalant dependence with inhalant-induced psychotic disorder, unspecified",9,0
Substance Abuse Disorder,29289,292.89,F18280,F18.280,Other specified drug-induced mental disorders,Inhalant dependence with inhalant-induced anxiety disorder,9,0
Substance Abuse Disorder,29289,292.89,F18288,F18.288,Other specified drug-induced mental disorders,Inhalant dependence with other inhalant-induced disorder,9,0
Substance Abuse Disorder,29289,292.89,F18959,F18.959,Other specified drug-induced mental disorders,"Inhalant use, unspecified with inhalant-induced psychotic disorder, unspecified",9,0
Substance Abuse Disorder,29289,292.89,F18980,F18.980,Other specified drug-induced mental disorders,"Inhalant use, unspecified with inhalant-induced anxiety disorder",9,0
Substance Abuse Disorder,29289,292.89,F18988,F18.988,Other specified drug-induced mental disorders,"Inhalant use, unspecified with other inhalant-induced disorder",9,0
Substance Abuse Disorder,29289,292.89,F19122,F19.122,Other specified drug-induced mental disorders,Other psychoactive substance abuse with intoxication with perceptual disturbances,9,0
Substance Abuse Disorder,29289,292.89,F19159,F19.159,Other specified drug-induced mental disorders,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder, unspecified",9,0
Substance Abuse Disorder,29289,292.89,F19180,F19.180,Other specified drug-induced mental disorders,Other psychoactive substance abuse with psychoactive substance-induced anxiety disorder,9,0
Substance Abuse Disorder,29289,292.89,F19181,F19.181,Other specified drug-induced mental disorders,Other psychoactive substance abuse with psychoactive substance-induced sexual dysfunction,9,0
Substance Abuse Disorder,29289,292.89,F19188,F19.188,Other specified drug-induced mental disorders,Other psychoactive substance abuse with other psychoactive substance-induced disorder,9,0
Substance Abuse Disorder,29289,292.89,F19222,F19.222,Other specified drug-induced mental disorders,Other psychoactive substance dependence with intoxication with perceptual disturbance,9,0
Substance Abuse Disorder,29289,292.89,F19259,F19.259,Other specified drug-induced mental disorders,"Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified",9,0
Substance Abuse Disorder,29289,292.89,F19280,F19.280,Other specified drug-induced mental disorders,Other psychoactive substance dependence with psychoactive substance-induced anxiety disorder,9,0
Substance Abuse Disorder,29289,292.89,F19281,F19.281,Other specified drug-induced mental disorders,Other psychoactive substance dependence with psychoactive substance-induced sexual dysfunction,9,0
Substance Abuse Disorder,29289,292.89,F19288,F19.288,Other specified drug-induced mental disorders,Other psychoactive substance dependence with other psychoactive substance-induced disorder,9,0
Substance Abuse Disorder,29289,292.89,F19922,F19.922,Other specified drug-induced mental disorders,"Other psychoactive substance use, unspecified with intoxication with perceptual disturbance",9,0
Substance Abuse Disorder,29289,292.89,F19959,F19.959,Other specified drug-induced mental disorders,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder, unspecified",9,0
Substance Abuse Disorder,29289,292.89,F19980,F19.980,Other specified drug-induced mental disorders,"Other psychoactive substance use, unspecified with psychoactive substance-induced anxiety disorder",9,0
Substance Abuse Disorder,29289,292.89,F19981,F19.981,Other specified drug-induced mental disorders,"Other psychoactive substance use, unspecified with psychoactive substance-induced sexual dysfunction",9,0
Substance Abuse Disorder,29289,292.89,F19988,F19.988,Other specified drug-induced mental disorders,"Other psychoactive substance use, unspecified with other psychoactive substance-induced disorder",9,0
Substance Abuse Disorder,2929,292.9,F1119,F11.19,Unspecified drug-induced mental disorder,Opioid abuse with unspecified opioid-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1129,F11.29,Unspecified drug-induced mental disorder,Opioid dependence with unspecified opioid-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1199,F11.99,Unspecified drug-induced mental disorder,"Opioid use, unspecified with unspecified opioid-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F1219,F12.19,Unspecified drug-induced mental disorder,Cannabis abuse with unspecified cannabis-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1229,F12.29,Unspecified drug-induced mental disorder,Cannabis dependence with unspecified cannabis-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1299,F12.99,Unspecified drug-induced mental disorder,"Cannabis use, unspecified with unspecified cannabis-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F1319,F13.19,Unspecified drug-induced mental disorder,"Sedative, hypnotic or anxiolytic abuse with unspecified sedative, hypnotic or anxiolytic-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F1329,F13.29,Unspecified drug-induced mental disorder,"Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F1399,F13.99,Unspecified drug-induced mental disorder,"Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F1419,F14.19,Unspecified drug-induced mental disorder,Cocaine abuse with unspecified cocaine-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1429,F14.29,Unspecified drug-induced mental disorder,Cocaine dependence with unspecified cocaine-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1499,F14.99,Unspecified drug-induced mental disorder,"Cocaine use, unspecified with unspecified cocaine-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F1519,F15.19,Unspecified drug-induced mental disorder,Other stimulant abuse with unspecified stimulant-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1529,F15.29,Unspecified drug-induced mental disorder,Other stimulant dependence with unspecified stimulant-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1599,F15.99,Unspecified drug-induced mental disorder,"Other stimulant use, unspecified with unspecified stimulant-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F1619,F16.19,Unspecified drug-induced mental disorder,Hallucinogen abuse with unspecified hallucinogen-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1629,F16.29,Unspecified drug-induced mental disorder,Hallucinogen dependence with unspecified hallucinogen-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1699,F16.99,Unspecified drug-induced mental disorder,"Hallucinogen use, unspecified with unspecified hallucinogen-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F17209,F17.209,Unspecified drug-induced mental disorder,"Nicotine dependence, unspecified, with unspecified nicotine-induced disorders",10,0
Substance Abuse Disorder,2929,292.9,F17219,F17.219,Unspecified drug-induced mental disorder,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders",10,0
Substance Abuse Disorder,2929,292.9,F17229,F17.229,Unspecified drug-induced mental disorder,"Nicotine dependence, chewing tobacco, with unspecified nicotine-induced disorders",10,0
Substance Abuse Disorder,2929,292.9,F17299,F17.299,Unspecified drug-induced mental disorder,"Nicotine dependence, other tobacco product, with unspecified nicotine-induced disorders",10,0
Substance Abuse Disorder,2929,292.9,F1819,F18.19,Unspecified drug-induced mental disorder,Inhalant abuse with unspecified inhalant-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1829,F18.29,Unspecified drug-induced mental disorder,Inhalant dependence with unspecified inhalant-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1899,F18.99,Unspecified drug-induced mental disorder,"Inhalant use, unspecified with unspecified inhalant-induced disorder",10,0
Substance Abuse Disorder,2929,292.9,F1919,F19.19,Unspecified drug-induced mental disorder,Other psychoactive substance abuse with unspecified psychoactive substance-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1929,F19.29,Unspecified drug-induced mental disorder,Other psychoactive substance dependence with unspecified psychoactive substance-induced disorder,10,0
Substance Abuse Disorder,2929,292.9,F1999,F19.99,Unspecified drug-induced mental disorder,"Other psychoactive substance use, unspecified with unspecified psychoactive substance-induced disorder",9,0
Substance Abuse Disorder,30300,303,F10220,F10.220,"Acute alcoholic intoxication in alcoholism, unspecified","Alcohol dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30300,303,F10229,F10.229,"Acute alcoholic intoxication in alcoholism, unspecified","Alcohol dependence with intoxication, unspecified",9,0
Substance Abuse Disorder,30301,303.01,F10220,F10.220,"Acute alcoholic intoxication in alcoholism, continuous","Alcohol dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30301,303.01,F10229,F10.229,"Acute alcoholic intoxication in alcoholism, continuous","Alcohol dependence with intoxication, unspecified",9,0
Substance Abuse Disorder,30302,303.02,F10220,F10.220,"Acute alcoholic intoxication in alcoholism, episodic","Alcohol dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30302,303.02,F10229,F10.229,"Acute alcoholic intoxication in alcoholism, episodic","Alcohol dependence with intoxication, unspecified",9,0
Substance Abuse Disorder,30390,303.9,F1020,F10.20,"Other and unspecified alcohol dependence, unspecified","Alcohol dependence, uncomplicated",9,0
Substance Abuse Disorder,30391,303.91,F1020,F10.20,"Other and unspecified alcohol dependence, continuous","Alcohol dependence, uncomplicated",9,0
Substance Abuse Disorder,30392,303.92,F1020,F10.20,"Other and unspecified alcohol dependence, episodic","Alcohol dependence, uncomplicated",9,0
Substance Abuse Disorder,30400,304,F1120,F11.20,"Opioid type dependence, unspecified","Opioid dependence, uncomplicated",9,0
Substance Abuse Disorder,30400,304,F11220,F11.220,"Opioid type dependence, unspecified","Opioid dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30400,304,F11221,F11.221,"Opioid type dependence, unspecified",Opioid dependence with intoxication delirium,10,0
Substance Abuse Disorder,30400,304,F11222,F11.222,"Opioid type dependence, unspecified",Opioid dependence with intoxication with perceptual disturbance,10,0
Substance Abuse Disorder,30400,304,F11229,F11.229,"Opioid type dependence, unspecified","Opioid dependence with intoxication, unspecified",10,0
Substance Abuse Disorder,30400,304,F1123,F11.23,"Opioid type dependence, unspecified",Opioid dependence with withdrawal,10,0
Substance Abuse Disorder,30400,304,F1124,F11.24,"Opioid type dependence, unspecified",Opioid dependence with opioid-induced mood disorder,10,0
Substance Abuse Disorder,30400,304,F11250,F11.250,"Opioid type dependence, unspecified",Opioid dependence with opioid-induced psychotic disorder with delusions,10,0
Substance Abuse Disorder,30400,304,F11251,F11.251,"Opioid type dependence, unspecified",Opioid dependence with opioid-induced psychotic disorder with hallucinations,10,0
Substance Abuse Disorder,30400,304,F11259,F11.259,"Opioid type dependence, unspecified","Opioid dependence with opioid-induced psychotic disorder, unspecified",10,0
Substance Abuse Disorder,30400,304,F11281,F11.281,"Opioid type dependence, unspecified",Opioid dependence with opioid-induced sexual dysfunction,10,0
Substance Abuse Disorder,30400,304,F11282,F11.282,"Opioid type dependence, unspecified",Opioid dependence with opioid-induced sleep disorder,10,0
Substance Abuse Disorder,30400,304,F11288,F11.288,"Opioid type dependence, unspecified",Opioid dependence with other opioid-induced disorder,10,0
Substance Abuse Disorder,30400,304,F1129,F11.29,"Opioid type dependence, unspecified",Opioid dependence with unspecified opioid-induced disorder,10,0
Substance Abuse Disorder,30401,304.01,F1120,F11.20,"Opioid type dependence, continuous","Opioid dependence, uncomplicated",9,0
Substance Abuse Disorder,30402,304.02,F1120,F11.20,"Opioid type dependence, episodic","Opioid dependence, uncomplicated",9,0
Substance Abuse Disorder,30410,304.1,F1320,F13.20,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence, uncomplicated",9,0
Substance Abuse Disorder,30410,304.1,F13220,F13.220,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30410,304.1,F13221,F13.221,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with intoxication delirium",10,0
Substance Abuse Disorder,30410,304.1,F13229,F13.229,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with intoxication, unspecified",10,0
Substance Abuse Disorder,30410,304.1,F13230,F13.230,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated",10,0
Substance Abuse Disorder,30410,304.1,F13231,F13.231,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with withdrawal delirium",10,0
Substance Abuse Disorder,30410,304.1,F13232,F13.232,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with withdrawal with perceptual disturbance",10,0
Substance Abuse Disorder,30410,304.1,F13239,F13.239,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified",10,0
Substance Abuse Disorder,30410,304.1,F1324,F13.24,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder",10,0
Substance Abuse Disorder,30410,304.1,F13250,F13.250,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",10,0
Substance Abuse Disorder,30410,304.1,F13251,F13.251,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",10,0
Substance Abuse Disorder,30410,304.1,F13259,F13.259,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",10,0
Substance Abuse Disorder,30410,304.1,F1326,F13.26,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",10,0
Substance Abuse Disorder,30410,304.1,F1327,F13.27,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting dementia",10,0
Substance Abuse Disorder,30410,304.1,F13280,F13.280,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder",10,0
Substance Abuse Disorder,30410,304.1,F13281,F13.281,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sexual dysfunction",10,0
Substance Abuse Disorder,30410,304.1,F13282,F13.282,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder",10,0
Substance Abuse Disorder,30410,304.1,F13288,F13.288,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorder",10,0
Substance Abuse Disorder,30410,304.1,F1329,F13.29,"Sedative, hypnotic or anxiolytic dependence, unspecified","Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder",10,0
Substance Abuse Disorder,30411,304.11,F1320,F13.20,"Sedative, hypnotic or anxiolytic dependence, continuous","Sedative, hypnotic or anxiolytic dependence, uncomplicated",9,0
Substance Abuse Disorder,30412,304.12,F1320,F13.20,"Sedative, hypnotic or anxiolytic dependence, episodic","Sedative, hypnotic or anxiolytic dependence, uncomplicated",9,0
Substance Abuse Disorder,30420,304.2,F1420,F14.20,"Cocaine dependence, unspecified","Cocaine dependence, uncomplicated",9,0
Substance Abuse Disorder,30420,304.2,F14220,F14.220,"Cocaine dependence, unspecified","Cocaine dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30420,304.2,F14221,F14.221,"Cocaine dependence, unspecified",Cocaine dependence with intoxication delirium,10,0
Substance Abuse Disorder,30420,304.2,F14222,F14.222,"Cocaine dependence, unspecified",Cocaine dependence with intoxication with perceptual disturbance,10,0
Substance Abuse Disorder,30420,304.2,F14229,F14.229,"Cocaine dependence, unspecified","Cocaine dependence with intoxication, unspecified",10,0
Substance Abuse Disorder,30420,304.2,F1423,F14.23,"Cocaine dependence, unspecified",Cocaine dependence with withdrawal,10,0
Substance Abuse Disorder,30420,304.2,F1424,F14.24,"Cocaine dependence, unspecified",Cocaine dependence with cocaine-induced mood disorder,10,0
Substance Abuse Disorder,30420,304.2,F14250,F14.250,"Cocaine dependence, unspecified",Cocaine dependence with cocaine-induced psychotic disorder with delusions,10,0
Substance Abuse Disorder,30420,304.2,F14251,F14.251,"Cocaine dependence, unspecified",Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,10,0
Substance Abuse Disorder,30420,304.2,F14259,F14.259,"Cocaine dependence, unspecified","Cocaine dependence with cocaine-induced psychotic disorder, unspecified",10,0
Substance Abuse Disorder,30420,304.2,F14280,F14.280,"Cocaine dependence, unspecified",Cocaine dependence with cocaine-induced anxiety disorder,10,0
Substance Abuse Disorder,30420,304.2,F14281,F14.281,"Cocaine dependence, unspecified",Cocaine dependence with cocaine-induced sexual dysfunction,10,0
Substance Abuse Disorder,30420,304.2,F14282,F14.282,"Cocaine dependence, unspecified",Cocaine dependence with cocaine-induced sleep disorder,10,0
Substance Abuse Disorder,30420,304.2,F14288,F14.288,"Cocaine dependence, unspecified",Cocaine dependence with other cocaine-induced disorder,10,0
Substance Abuse Disorder,30420,304.2,F1429,F14.29,"Cocaine dependence, unspecified",Cocaine dependence with unspecified cocaine-induced disorder,10,0
Substance Abuse Disorder,30421,304.21,F1420,F14.20,"Cocaine dependence, continuous","Cocaine dependence, uncomplicated",9,0
Substance Abuse Disorder,30422,304.22,F1420,F14.20,"Cocaine dependence, episodic","Cocaine dependence, uncomplicated",9,0
Substance Abuse Disorder,30423,304.23,F1421,F14.21,"Cocaine dependence, in remission","Cocaine dependence, in remission",9,0
Substance Abuse Disorder,30430,304.3,F1220,F12.20,"Cannabis dependence, unspecified","Cannabis dependence, uncomplicated",9,0
Substance Abuse Disorder,30430,304.3,F12220,F12.220,"Cannabis dependence, unspecified","Cannabis dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30430,304.3,F12221,F12.221,"Cannabis dependence, unspecified",Cannabis dependence with intoxication delirium,10,0
Substance Abuse Disorder,30430,304.3,F12222,F12.222,"Cannabis dependence, unspecified",Cannabis dependence with intoxication with perceptual disturbance,10,0
Substance Abuse Disorder,30430,304.3,F12229,F12.229,"Cannabis dependence, unspecified","Cannabis dependence with intoxication, unspecified",10,0
Substance Abuse Disorder,30430,304.3,F12250,F12.250,"Cannabis dependence, unspecified",Cannabis dependence with psychotic disorder with delusions,10,0
Substance Abuse Disorder,30430,304.3,F12251,F12.251,"Cannabis dependence, unspecified",Cannabis dependence with psychotic disorder with hallucinations,10,0
Substance Abuse Disorder,30430,304.3,F12259,F12.259,"Cannabis dependence, unspecified","Cannabis dependence with psychotic disorder, unspecified",10,0
Substance Abuse Disorder,30430,304.3,F12280,F12.280,"Cannabis dependence, unspecified",Cannabis dependence with cannabis-induced anxiety disorder,10,0
Substance Abuse Disorder,30430,304.3,F12288,F12.288,"Cannabis dependence, unspecified",Cannabis dependence with other cannabis-induced disorder,10,0
Substance Abuse Disorder,30430,304.3,F1229,F12.29,"Cannabis dependence, unspecified",Cannabis dependence with unspecified cannabis-induced disorder,10,0
Substance Abuse Disorder,30431,304.31,F1220,F12.20,"Cannabis dependence, continuous","Cannabis dependence, uncomplicated",9,0
Substance Abuse Disorder,30432,304.32,F1220,F12.20,"Cannabis dependence, episodic","Cannabis dependence, uncomplicated",9,0
Substance Abuse Disorder,30440,304.4,F1520,F15.20,"Amphetamine and other psychostimulant dependence, unspecified","Other stimulant dependence, uncomplicated",9,0
Substance Abuse Disorder,30440,304.4,F15220,F15.220,"Amphetamine and other psychostimulant dependence, unspecified","Other stimulant dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30440,304.4,F15221,F15.221,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with intoxication delirium,10,0
Substance Abuse Disorder,30440,304.4,F15222,F15.222,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with intoxication with perceptual disturbance,10,0
Substance Abuse Disorder,30440,304.4,F15229,F15.229,"Amphetamine and other psychostimulant dependence, unspecified","Other stimulant dependence with intoxication, unspecified",10,0
Substance Abuse Disorder,30440,304.4,F1523,F15.23,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with withdrawal,10,0
Substance Abuse Disorder,30440,304.4,F1524,F15.24,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with stimulant-induced mood disorder,10,0
Substance Abuse Disorder,30440,304.4,F15250,F15.250,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with stimulant-induced psychotic disorder with delusions,10,0
Substance Abuse Disorder,30440,304.4,F15251,F15.251,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations,10,0
Substance Abuse Disorder,30440,304.4,F15259,F15.259,"Amphetamine and other psychostimulant dependence, unspecified","Other stimulant dependence with stimulant-induced psychotic disorder, unspecified",10,0
Substance Abuse Disorder,30440,304.4,F15280,F15.280,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with stimulant-induced anxiety disorder,10,0
Substance Abuse Disorder,30440,304.4,F15281,F15.281,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with stimulant-induced sexual dysfunction,10,0
Substance Abuse Disorder,30440,304.4,F15282,F15.282,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with stimulant-induced sleep disorder,10,0
Substance Abuse Disorder,30440,304.4,F15288,F15.288,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with other stimulant-induced disorder,10,0
Substance Abuse Disorder,30440,304.4,F1529,F15.29,"Amphetamine and other psychostimulant dependence, unspecified",Other stimulant dependence with unspecified stimulant-induced disorder,10,0
Substance Abuse Disorder,30441,304.41,F1520,F15.20,"Amphetamine and other psychostimulant dependence, continuous","Other stimulant dependence, uncomplicated",9,0
Substance Abuse Disorder,30442,304.42,F1520,F15.20,"Amphetamine and other psychostimulant dependence, episodic","Other stimulant dependence, uncomplicated",9,0
Substance Abuse Disorder,30450,304.5,F1620,F16.20,"Hallucinogen dependence, unspecified","Hallucinogen dependence, uncomplicated",9,0
Substance Abuse Disorder,30450,304.5,F16220,F16.220,"Hallucinogen dependence, unspecified","Hallucinogen dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30450,304.5,F16221,F16.221,"Hallucinogen dependence, unspecified",Hallucinogen dependence with intoxication with delirium,10,0
Substance Abuse Disorder,30450,304.5,F16229,F16.229,"Hallucinogen dependence, unspecified","Hallucinogen dependence with intoxication, unspecified",10,0
Substance Abuse Disorder,30450,304.5,F1624,F16.24,"Hallucinogen dependence, unspecified",Hallucinogen dependence with hallucinogen-induced mood disorder,10,0
Substance Abuse Disorder,30450,304.5,F16250,F16.250,"Hallucinogen dependence, unspecified",Hallucinogen dependence with hallucinogen-induced psychotic disorder with delusions,10,0
Substance Abuse Disorder,30450,304.5,F16251,F16.251,"Hallucinogen dependence, unspecified",Hallucinogen dependence with hallucinogen-induced psychotic disorder with hallucinations,10,0
Substance Abuse Disorder,30450,304.5,F16259,F16.259,"Hallucinogen dependence, unspecified","Hallucinogen dependence with hallucinogen-induced psychotic disorder, unspecified",10,0
Substance Abuse Disorder,30450,304.5,F16280,F16.280,"Hallucinogen dependence, unspecified",Hallucinogen dependence with hallucinogen-induced anxiety disorder,10,0
Substance Abuse Disorder,30450,304.5,F16283,F16.283,"Hallucinogen dependence, unspecified",Hallucinogen dependence with hallucinogen persisting perception disorder (flashbacks),10,0
Substance Abuse Disorder,30450,304.5,F16288,F16.288,"Hallucinogen dependence, unspecified",Hallucinogen dependence with other hallucinogen-induced disorder,10,0
Substance Abuse Disorder,30450,304.5,F1629,F16.29,"Hallucinogen dependence, unspecified",Hallucinogen dependence with unspecified hallucinogen-induced disorder,10,0
Substance Abuse Disorder,30451,304.51,F1620,F16.20,"Hallucinogen dependence, continuous","Hallucinogen dependence, uncomplicated",9,0
Substance Abuse Disorder,30452,304.52,F1620,F16.20,"Hallucinogen dependence, episodic","Hallucinogen dependence, uncomplicated",9,0
Substance Abuse Disorder,30460,304.6,F1820,F18.20,"Other specified drug dependence, unspecified","Inhalant dependence, uncomplicated",10,0
Substance Abuse Disorder,30460,304.6,F18220,F18.220,"Other specified drug dependence, unspecified","Inhalant dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30460,304.6,F18221,F18.221,"Other specified drug dependence, unspecified",Inhalant dependence with intoxication delirium,10,0
Substance Abuse Disorder,30460,304.6,F18229,F18.229,"Other specified drug dependence, unspecified","Inhalant dependence with intoxication, unspecified",10,0
Substance Abuse Disorder,30460,304.6,F1824,F18.24,"Other specified drug dependence, unspecified",Inhalant dependence with inhalant-induced mood disorder,10,0
Substance Abuse Disorder,30460,304.6,F18250,F18.250,"Other specified drug dependence, unspecified",Inhalant dependence with inhalant-induced psychotic disorder with delusions,10,0
Substance Abuse Disorder,30460,304.6,F18251,F18.251,"Other specified drug dependence, unspecified",Inhalant dependence with inhalant-induced psychotic disorder with hallucinations,10,0
Substance Abuse Disorder,30460,304.6,F18259,F18.259,"Other specified drug dependence, unspecified","Inhalant dependence with inhalant-induced psychotic disorder, unspecified",10,0
Substance Abuse Disorder,30460,304.6,F1827,F18.27,"Other specified drug dependence, unspecified",Inhalant dependence with inhalant-induced dementia,10,0
Substance Abuse Disorder,30460,304.6,F18280,F18.280,"Other specified drug dependence, unspecified",Inhalant dependence with inhalant-induced anxiety disorder,10,0
Substance Abuse Disorder,30460,304.6,F18288,F18.288,"Other specified drug dependence, unspecified",Inhalant dependence with other inhalant-induced disorder,10,0
Substance Abuse Disorder,30460,304.6,F1829,F18.29,"Other specified drug dependence, unspecified",Inhalant dependence with unspecified inhalant-induced disorder,10,0
Substance Abuse Disorder,30460,304.6,F1920,F19.20,"Other specified drug dependence, unspecified","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30460,304.6,F19220,F19.220,"Other specified drug dependence, unspecified","Other psychoactive substance dependence with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30460,304.6,F19221,F19.221,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with intoxication delirium,10,0
Substance Abuse Disorder,30460,304.6,F19222,F19.222,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with intoxication with perceptual disturbance,10,0
Substance Abuse Disorder,30460,304.6,F19229,F19.229,"Other specified drug dependence, unspecified","Other psychoactive substance dependence with intoxication, unspecified",10,0
Substance Abuse Disorder,30460,304.6,F19230,F19.230,"Other specified drug dependence, unspecified","Other psychoactive substance dependence with withdrawal, uncomplicated",10,0
Substance Abuse Disorder,30460,304.6,F19231,F19.231,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with withdrawal delirium,10,0
Substance Abuse Disorder,30460,304.6,F19232,F19.232,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with withdrawal with perceptual disturbance,10,0
Substance Abuse Disorder,30460,304.6,F19239,F19.239,"Other specified drug dependence, unspecified","Other psychoactive substance dependence with withdrawal, unspecified",10,0
Substance Abuse Disorder,30460,304.6,F1924,F19.24,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with psychoactive substance-induced mood disorder,10,0
